scene,style_or_trait,template,speaker_scope,target_scope,maintenance_note
灭团,钻空子,要不把boss拉到楼梯那边试试,非责任人,全团或战术安排,普通复盘发言；不要写成自己犯错或主动接锅
灭团,嘴硬型,我明明出去了啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,我这边真没看到这个提示,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,我这边显示没问题啊,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,不是我的圈,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,我站位没问题吧,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,日志不一定全准，我这边看到的不是这样,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,我屏幕上明明已经出圈了，服务器判定慢半拍,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,先别急着说我，没准是游戏bug了呢,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,刚才网卡了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,刚才电脑卡了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,那一下不可能是我吃的,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,我按了打断，估计和别人撞同一毫秒了,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,我站的位置一直没变，标记自己歪了吧,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,你们看到的是我倒地，不代表源头就是我,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
灭团,嘴硬型,我这边延迟刚才跳到2000,责任人,自己,仅用于被战斗记录判定为责任人的成员回应自身失误
退团,玻璃心,我菜行了吧，我走,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,行，都是我的问题,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,我不打了行了吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,不用踢，我自己走,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,你们厉害，你们打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,既然都觉得是我问题，那我自己退,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,不用踢，我知道你们想换人,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,我不想一直被点名，换个不会挨骂的吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,你们继续，我再待着只会影响气氛,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,我已经认错了还要说，那就到这吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,团里既然没人信我，我留下也没意思,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,我状态确实差，先走免得又被骂,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,不是赌气，我只是觉得不适合继续打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,玻璃心,换个人吧，我今天不想再听阴阳了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,后面必须报点，我没麦就不占这个位置了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,打字来不及跟临场口令，换个能说话的吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,我只能听，刚才解释不清，先退避免再误会,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,语音输入彻底坏了，我下线查设备,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,这个位置要实时喊技能，我现在做不了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,别等我敲字，补个开麦的效率更高,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,我这边环境不方便说话，今晚先到这,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,临时沟通太多，我不开麦确实拖节奏,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,我先退，能开麦的时候再跟团,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,刚才不是故意不回应，切聊天框已经晚了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,团长需要口头确认，我给不了，换人吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,文字频道刷太快，我怕再漏指令,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,耳机能听但麦克风没输入，设备问题,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,后面分组要临时报数，我不适合继续,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,不开麦,抱歉先走，不想因为没麦让大家一直猜,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,下了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,有事先溜了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,撤了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,不打了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,你们继续,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,我下了，88,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,有事，走了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,到点,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,你们接着打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,今天不打了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,先撤,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,明天再说,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,退了，抱歉,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,换人吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,沉默型,88,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,你们都在气头上，我先退一个，大家冷静下,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,继续开只会把刚才的争执带进下一把,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,你们先停五分钟聊清楚，我今晚就不占位置了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,别再互相追着分锅了，换个人重新开始吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,我留着也劝不住，先退出给语音降温,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,今天状态和情绪都不合适，改天再组更好,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,团长先处理矛盾，不用顾虑我这个位置,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,大家不是不会打，是已经听不进对方说话了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,我先走，别把退团也变成新一轮争论,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,把问题留到战斗外说，今晚别再硬开了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,谁都少一句，散一会儿比继续互喷有用,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,我不站谁那边，就是觉得现在真不适合再打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,等情绪平了你们再决定换谁，我先让坑,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,今天到这里吧，再耗下去朋友都要打没了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,调解者,祝你们后面顺利，刚才的话别往心里去,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,该看的戏看完了，我先退场,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,你们继续分锅，分出结果记得发群公告,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,录像已经存了，下次复盘可以按帧吵,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,我走了，剩下谁背锅你们慢慢投票,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,今天素材够剪一期“全通团实录”了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,问号发完，观众任务完成，撤,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,谁最后退团记得私聊我，我有点好奇,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,刚才还说不点名，现在名单都快念完了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,你们继续演，我去找个能打Boss的团,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,拱火者,下一把要是又炸，记得替我说句“果然”,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,焦点宏整个失效了，谁给我个新的宏,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,WA包版本不对，现在什么都动不了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,团队框架崩了，打不了了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,我的整套按键都绑宏上，现在基本不能操作,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,DBM和语音轴对不上，我修好再来,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,插件冲突把界面卡住了，我先退出排查,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,刚更新的宏出问题了，要不你们先打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,技能提醒全没声音了，我先重载客户端,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,按键配置莫名回档了，今晚可能修不好,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,没有WA我真看不全机制，这游戏能玩？,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,宏里职业技能还是上版本的，怪不得一直报错,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,宏依赖,我先退，等我把宏弄好了你们还缺人再喊我,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,没我要的了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,预算花完了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,后面不消费了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,东西都拿到了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,老板任务完成，我先撤,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,预算花完了，后面的老板位给别人,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,我要的两件已经拿齐，感谢各位打工,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,包里没多少G了，再拍就要赊账，先撤,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,后面没我要的，不占老板位了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,今天买够了，你们继续打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,该买的买了，该抬的也抬了，我撤,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,这趟已经超预算，再打容易上头,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,装备毕业得差不多了，下个CD再见,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,老板先退场，剩下的看你们表演,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老板,钱花得挺满意，剩下的你们继续分,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,我真到点了，桌子糖和修理机器人都补过了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,后面缺人就世界频道喊吧，我真得下了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,今天能顶的都顶了，剩下实在撑不住,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,我先走，剩下的药和合剂给你们了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,不是不愿意继续，明早确实要起得早,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,我这个位置找个专职会比我副修稳定,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,刚才答应的最后两把已经打完了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,团长辛苦，后面需要我补材料再叫,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,我耐久和精神都见底了，先撤,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,谁接我的打断位，记得从第二轮开始,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,今天做完本职也补了空档，算交差了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,我先下，别因为我退了就开始互相埋怨,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,装备没拿到无所谓，至少该做的都做了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,下次提前喊我，我还能帮忙准备物资,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老黄牛,各位继续，我去现实里交另一个日常,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,今晚节奏已经散了，硬开只会更差,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,人开始疲劳了，先停比继续送修理费强,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,我打这么多年野团，这状态再开也白给,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,前面这些问题一两把改不完，改天再磨,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,团长别硬撑了，换几个人重组更快,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,今天手感和配置都不对，我先下了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,到了这个点还在第一阶段反复，后面没时间,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,不是泼冷水，再打下去只会把火气打出来,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,下周早点组，别把进度压在半夜解决,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,现在换人还能救，等全团都烦了就真没了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,我先退，给你们腾个职业更合适的坑,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,机制都看到了，改天状态好再来收尾,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,今晚先停，别把副本没过，朋友也打没了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,团本最怕上头，我先到点止损,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,老司机,祝你们补到熟练工，后面有机会再一起打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,没提升了，先走,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,后面没我要的,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,想要的没出，撤了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,锁本了，不打了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,后面收益不大,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,后面几个Boss没我需求，我先撤了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,想要的饰品没出，今天就到这吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,这个CD有提升的已经打完了，你们继续,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,后面没我需求了，我先腾位置,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,看了下掉落，后面真没我要的,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,今晚运气不行，留点修理费下周再来,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,想要的没出，后面也没需求，我撤了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,我就冲前面这件来的，没出就先下,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,后面全是别人需求，我换个有提升的团,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,没出装备,一件没拿到，我先下了，不陪跑了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,我先撤啦，别因为少个人把语音整安静了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,今晚虽然没过，节目效果算是拉满了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,你们继续冲，过了记得群里@我看截图,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,家里真有事，先走一步，大家别吵架,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,我走之后缺个说废话的，团长记得补一个,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,祝下一位补进来的欧皇直接带你们过,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,今晚挺开心，就是Boss不太配合,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,你们继续，我去给全团攒点好运,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,改天再来，祝你们好运,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,气氛组,先88，别把我的位置补成压力怪就行,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,数据执着,这配置容错太低，按现在这执行过不了，我溜了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,数据执着,按剩下时间算，今晚过的概率不到一成,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,数据执着,现在人均一个失误，后面两阶段根本进不去,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,数据执着,这趟花的时间不值，我先止损,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,数据执着,再打人只会更困，数据肯定更差,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,数据执着,你们想练没问题，但我没这么多时间，溜了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,不是我的问题我先走了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,奶成这样没法打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,T拉不住我不打了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,没人执行还打什么,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,团长也不管我走了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,我该做的都做了，这种治疗配置我打不了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,坦克一直把Boss转头，我留着也是陪葬,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,别算我退团，先看看谁连续漏打断,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,我输出没问题，是团队一直不给环境,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,点名每次都有人往我这跑，我受够了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,这打法不适合近战，换个远程来吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,我死都是被别人带的，继续没意义,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,团长口令来回改，我没法按正常节奏打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,治疗不给驱散还怪我倒，我先走,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,甩锅型,你们先把真正的问题处理了再叫我,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,不想打了，我歇了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,你们继续吧，我没劲了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,过不过都行，我先睡觉了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,今晚就这样吧，懒得再跑尸,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,团长补个人，我困了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,我脑子已经宕机了，不占着坑了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,修装备都要没钱了，今天结束了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,这个点再打下去真要通宵了，我睡觉去了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,你们研究吧，我溜了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,没动力了，换个还有斗志的,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,躺平型,下周心情好再说，88,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,这分工已经接不上了，我退一个，你们重排,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,我一把补三个坑，自己的活都顾不上了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,补个固定远程吧，别让我来回救火,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,一个喊左一个喊右，我真没法打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,我先退，剩下的人重新确认打断和减伤名单,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,这阵容就是少控，不是临时换边能补的,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,我副天赋扛不住后面，补个专职吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,现在人人都在救火，原来的分工已经废了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,我退出后把二断交给猎人，名单记得更新,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,后面得一直报点，我这边做不了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,再让我一人干两份活，最后两个都得炸,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,打法没问题，是我这个位置不合适,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,团长重组完再喊我，现在硬顶没用,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,不是我闹情绪，是现在谁都接不上谁的活,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团队执行,先换人把分工定死，别每把现补坑,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团长型,今天就到这吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团长型,指挥都没人听了，再开也是送,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团长型,我先退队，剩下想继续的可以另组,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团长型,我先退队，谁要团长给谁,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团长型,这次人是我组的，就当长个记性吧，恕不奉陪了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团长型,我先退了，装备看看还有没有没分的,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,团长型,别再开怪了，我受不下了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,看时间也看状态，换个人更稳,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,我反应已经慢了，再打肯定更容易失误,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,剩下这点时间不够磨合，我先退,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,不是赌气，前两把已经看出今晚状态不行,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,我退了补个同位置熟练工，更容易过,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,今天这节奏越打越慢，改天再说,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,网络偶发丢包，先退出避免关键阶段断线,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,我现在状态跟不上后面机制，不硬撑了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,现在停总比困了以后连着送强,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,团长按原计划补人，别因为我改全队,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,我这CD先到这，后面复盘可以发我,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,配置能打，就是我今晚不够稳，换个人吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,今晚不硬赌了，留点状态下次打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,不是说你们不行，是我今晚不适合再打,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,稳定型,祝后面顺利，换人后照原分工打就行,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,本演员今日戏份杀青，剩下剧情交给替身,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,导演没喊过，演员先扛不住修理费了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,我先谢幕，下一位主角记得别站红圈,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,今晚这部灾难片我演到这里,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,观众朋友们，二号演员耐久清零，提前退场,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,剧组继续拍，我回城领盒饭,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,我的角色弧光完成了：从自信到破防,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,后面要是过了，截图里给我留个位置,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,道具组预算告急，本人申请退出拍摄,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,这一幕叫《打工人准点下班》,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,主演换人吧，我已经没有下一条命,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,Boss还没倒，我的精神值先清空了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,导演，今日通告结束，我不接夜戏,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,节目效果够了，再演就要变纪录片,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,戏精型,各位演员保重，我先炉石了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,后面机制我确实没学会，换个熟练的吧,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,我怕继续拖大家进度，先退去看攻略,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,刚才讲了两遍我还是有点乱，不占坑了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,这是我第一次打到这里，准备明显不够,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,打断和走位一起做我现在跟不上,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,谢谢刚才教我的人，我先去木桩练按键,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,团长别为难，补个有成就的更合适,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,我今天学到不少，但后面不适合现场学了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,下一次我看完视频再报名，不会再说“大概会”,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,我连自己站哪组都没记牢，先退出,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,不想让全团陪我练同一个机制,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,我装备也差一点，后面压力可能更大,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,刚才不是故意装死，我真的没看懂提示,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,有机会普通模式再带我，困难我先不占位,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,小白型,抱歉耽误几把，祝你们换人后直接过,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,压力怪,这配置打不了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,压力怪,继续打也是浪费时间,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,压力怪,这团没救了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,压力怪,散了吧，浪费时间,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,压力怪,这sb游戏玩不了了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,压力怪,继续打也是浪费时间，我退了,离队者,自己或团队,仅用于生成退团者离开前的发言
退团,压力怪,团长不换人我就走，没必要互相耗,离队者,自己或团队,仅用于生成退团者离开前的发言
